spec_id,spec_label,effort_var,model,term,beta,se,hr,hr.low,hr.high,p.value
spec_A,Record-based (legacy),log_effort_record_z,M0,(Intercept),-3.36438929241594,0.115111392544597,0.0345831298498696,0.0275981200750036,0.0433360267642355,8.73995993794587e-188
spec_A,Record-based (legacy),log_effort_record_z,M1,(Intercept),-3.34822694204061,0.115994868216242,0.0351466158746891,0.0279992687912974,0.0441184595444469,3.25634023409596e-183
spec_A,Record-based (legacy),log_effort_record_z,M1,effort_z,-0.0573229168377388,0.0468352366511715,0.944289093280304,0.861465749456877,1.0350752682278,0.220979717593568
spec_A,Record-based (legacy),log_effort_record_z,M2,(Intercept),-3.36540967886254,0.115668058210566,0.0345478596905463,0.0275399094686333,0.0433390897873896,4.10337849209546e-186
spec_A,Record-based (legacy),log_effort_record_z,M2,climate_z,-0.0511386953590478,0.0476979703633474,0.950146880430571,0.86534525126638,1.0432588531234,0.283659099984646
spec_A,Record-based (legacy),log_effort_record_z,M3,(Intercept),-3.34581363565665,0.116811692537172,0.0352315378573198,0.0280220226979298,0.0442959194335197,1.97089664642905e-180
spec_A,Record-based (legacy),log_effort_record_z,M3,climate_z,-0.0662614232116503,0.0486966367242214,0.935886169940336,0.850690563925598,1.02961401034442,0.173609101372699
spec_A,Record-based (legacy),log_effort_record_z,M3,effort_z,-0.0706871338662962,0.0478096765665076,0.931753360601404,0.848407598605575,1.02328683337927,0.139271048554564
spec_A,Record-based (legacy),log_effort_record_z,M4,(Intercept),-3.33761260819419,0.118467337410513,0.0355216606934452,0.0281612435216214,0.0448058473501528,1.24325952307585e-174
spec_A,Record-based (legacy),log_effort_record_z,M4,climate_z,-0.117687767160369,0.0496339446258892,0.888973576030402,0.806565395921149,0.979801542288753,0.0177345348290178
spec_A,Record-based (legacy),log_effort_record_z,M4,effort_z,-0.0484015442191897,0.047597087654751,0.952751138545484,0.86788866730435,1.04591149325538,0.309200345810475
spec_A,Record-based (legacy),log_effort_record_z,M4,climate_z:effort_z,0.193181245486428,0.0446602468002692,1.21310264297377,1.11142965242999,1.32407662434815,1.5213451834786e-05
spec_B,Observer visits,log_effort_visits_z,M0,(Intercept),-3.36438929241594,0.115111392544597,0.0345831298498696,0.0275981200750036,0.0433360267642355,8.73995993794587e-188
spec_B,Observer visits,log_effort_visits_z,M1,(Intercept),-3.36919687267492,0.11664348268383,0.0344172676947829,0.027383405199117,0.0432578894757963,1.86559142629119e-183
spec_B,Observer visits,log_effort_visits_z,M1,effort_z,0.0125053249648292,0.0484367891351221,1.01258384349963,0.920875177028244,1.11342564735572,0.79626935082817
spec_B,Observer visits,log_effort_visits_z,M2,(Intercept),-3.36540967886254,0.115668058210566,0.0345478596905463,0.0275399094686333,0.0433390897873896,4.10337849209546e-186
spec_B,Observer visits,log_effort_visits_z,M2,climate_z,-0.0511386953590478,0.0476979703633474,0.950146880430571,0.86534525126638,1.0432588531234,0.283659099984646
spec_B,Observer visits,log_effort_visits_z,M3,(Intercept),-3.36643559115748,0.117182885248211,0.0345124347910531,0.0274301077394544,0.0434233859567912,1.70343706114872e-181
spec_B,Observer visits,log_effort_visits_z,M3,climate_z,-0.0506346177135177,0.0485889852252722,0.950625948966692,0.864270890406835,1.04560931633765,0.297364973113812
spec_B,Observer visits,log_effort_visits_z,M3,effort_z,0.00269569038084398,0.049329570282484,1.00269932702118,0.910291621726629,1.10448774481927,0.956420059838943
