run,model,term,beta,se,hr,hr.low,hr.high,p.value
v3,M0,(Intercept),-5.51162706186939,0.112051228209267,0.0040395294689674,0.00324302913036991,0.00503165333232599,0
v3,M1,(Intercept),-5.62963444687173,0.128501141788191,0.00358988738206712,0.00279060549115157,0.00461809863729848,0
v3,M1,effort_z,0.646905119264343,0.0392765282775067,1.90962162294688,1.76813111907877,2.06243456917735,5.97476131556352e-61
v3,M2,(Intercept),-5.51204427104228,0.105164187328441,0.0040378444917372,0.00328573115429364,0.004962118741257,0
v3,M2,climate_z,0.196295286802035,0.0471854304441207,1.21688618271611,1.10939169560913,1.33479634609335,3.18132559267104e-05
v3,M3,(Intercept),-5.65122860623508,0.141417087509969,0.00351319778558236,0.00266272272795161,0.00463531502963349,0
v3,M3,climate_z,-0.182908313437811,0.0513086124879844,0.832844512886799,0.753163311229765,0.920955617863397,0.000364042528051502
v3,M3,effort_z,0.733374126214895,0.047234984795875,2.08209401696075,1.89798644040854,2.28406030895068,2.31082581743544e-54
v3,M4,(Intercept),-5.72959368915333,0.143597834642423,0.00324839682437445,0.00245152390670454,0.00430429493253061,0
v3,M4,climate_z,-0.276501569271148,0.0498690280519329,0.758432428944608,0.687808471499776,0.836308032119091,2.94702677517825e-08
v3,M4,effort_z,0.616410452764278,0.0506165247587121,1.85226729351959,1.67732802207777,2.04545210089104,4.06905661009037e-34
v3,M4,climate_z:effort_z,0.241776303369514,0.0313091397430528,1.2735092812154,1.19770878935586,1.3541070281483,1.14314024753718e-14
